bioproject_accession	biosample_id	biosample_accession	env_broad_scale_asserted	env_local_scale_asserted	env_medium_asserted	env_broad_scale_mined	env_local_scale_mined	env_medium_mined
PRJNA632564	-1	SAMN14912205						
PRJNA632564	-1	SAMN14912206						
PRJNA632564	-1	SAMN14912207						
PRJNA632564	-1	SAMN14912208						
PRJNA632564	-1	SAMN14912209						
PRJNA632564	-1	SAMN14912210						
PRJNA632564	-1	SAMN14912211						
PRJNA640378	15319600	SAMN15319600	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319601	SAMN15319601	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319602	SAMN15319602	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319603	SAMN15319603	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319604	SAMN15319604	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319605	SAMN15319605	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319606	SAMN15319606	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319607	SAMN15319607	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319608	SAMN15319608	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319609	SAMN15319609	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319610	SAMN15319610	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319611	SAMN15319611	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319612	SAMN15319612	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319613	SAMN15319613	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319614	SAMN15319614	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319615	SAMN15319615	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319616	SAMN15319616	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319617	SAMN15319617	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319618	SAMN15319618	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319619	SAMN15319619	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319620	SAMN15319620	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319621	SAMN15319621	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319622	SAMN15319622	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319623	SAMN15319623	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319624	SAMN15319624	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319625	SAMN15319625	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319626	SAMN15319626	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319627	SAMN15319627	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319628	SAMN15319628	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319629	SAMN15319629	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319630	SAMN15319630	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319631	SAMN15319631	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319632	SAMN15319632	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319633	SAMN15319633	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319634	SAMN15319634	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319635	SAMN15319635	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319636	SAMN15319636	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319637	SAMN15319637	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319638	SAMN15319638	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319639	SAMN15319639	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319640	SAMN15319640	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319641	SAMN15319641	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319642	SAMN15319642	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319643	SAMN15319643	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319644	SAMN15319644	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319645	SAMN15319645	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319646	SAMN15319646	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319647	SAMN15319647	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319648	SAMN15319648	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319649	SAMN15319649	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319650	SAMN15319650	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319651	SAMN15319651	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA640378	15319652	SAMN15319652	groundwater planktonic microbiome	not applicable	not applicable	groundwater [ENVO:01001004]		
PRJNA308326	-1	SAMN15739010						
PRJNA656268	-1	SAMN15782437						
PRJNA656268	-1	SAMN15782438						
PRJNA656268	-1	SAMN15782439						
PRJNA656268	-1	SAMN15782440						
PRJNA656268	-1	SAMN15782441						
PRJNA656268	-1	SAMN15782442						
PRJNA656268	-1	SAMN15782443						
PRJNA656268	-1	SAMN15782444						
PRJNA656268	-1	SAMN15782445						
PRJNA656268	-1	SAMN15782446						
PRJNA656268	-1	SAMN15782447						
PRJNA656268	-1	SAMN15782448						
PRJNA656268	-1	SAMN15782449						
PRJNA656268	-1	SAMN15782450						
PRJNA656268	-1	SAMN15782451						
PRJNA656268	-1	SAMN15782452						
PRJNA656268	-1	SAMN15782453						
PRJNA656268	-1	SAMN15782454						
PRJNA656268	-1	SAMN15782455						
PRJNA656268	-1	SAMN15782456						
PRJNA656268	-1	SAMN15782457						
PRJNA656268	-1	SAMN15782458						
PRJNA656268	-1	SAMN15782459						
PRJNA656268	-1	SAMN15782460						
PRJNA656268	-1	SAMN15782461						
PRJNA656268	-1	SAMN15782462						
PRJNA656268	-1	SAMN15782463						
PRJNA656268	-1	SAMN15782464						
PRJNA656268	-1	SAMN15782465						
PRJNA656268	-1	SAMN15782466						
PRJNA656268	-1	SAMN15782467						
PRJNA656268	-1	SAMN15782468						
PRJNA656268	-1	SAMN15782469						
PRJNA656268	-1	SAMN15782470						
PRJNA656268	-1	SAMN15782471						
PRJNA656268	-1	SAMN15782472						
PRJNA656268	-1	SAMN15782473						
PRJNA656268	-1	SAMN15782474						
PRJNA656268	-1	SAMN15782475						
PRJNA656268	-1	SAMN15782476						
PRJNA656268	-1	SAMN15782477						
PRJNA656268	-1	SAMN15782478						
PRJNA656268	-1	SAMN15782479						
PRJNA656268	-1	SAMN15782480						
PRJNA656268	-1	SAMN15782481						
PRJNA656268	-1	SAMN15782482						
PRJNA656268	-1	SAMN15782483						
PRJNA656268	-1	SAMN15782484						
PRJNA656268	-1	SAMN15782485						
PRJNA656268	-1	SAMN15782486						
PRJNA656268	-1	SAMN15782487						
PRJNA656268	-1	SAMN15782488						
PRJNA656268	-1	SAMN15782489						
PRJNA656268	-1	SAMN15782490						
PRJNA656268	-1	SAMN15782491						
PRJNA656268	-1	SAMN15782492						
PRJNA656268	-1	SAMN15782493						
PRJNA656268	-1	SAMN15782494						
PRJNA656268	-1	SAMN15782495						
PRJNA656268	-1	SAMN15782496						
PRJNA656268	-1	SAMN15782497						
PRJNA656268	-1	SAMN15782498						
PRJNA656268	-1	SAMN15782499						
PRJNA656268	-1	SAMN15782500						
PRJNA656268	-1	SAMN15782501						
PRJNA656268	-1	SAMN15782502						
PRJNA656268	-1	SAMN15782503						
PRJNA656268	-1	SAMN15782504						
PRJNA656268	-1	SAMN15782505						
PRJNA656268	-1	SAMN15782506						
PRJNA656268	-1	SAMN15782507						
PRJNA656268	-1	SAMN15782508						
PRJNA656268	-1	SAMN15782509						
PRJNA656268	-1	SAMN15782510						
PRJNA656268	-1	SAMN15782511						
PRJNA656268	-1	SAMN15782512						
PRJNA656268	-1	SAMN15782513						
PRJNA656268	-1	SAMN15782514						
PRJNA656268	-1	SAMN15782515						
PRJNA656268	-1	SAMN15782516						
PRJNA656268	-1	SAMN15782517						
PRJNA656268	-1	SAMN15782518						
PRJNA656268	-1	SAMN15782519						
PRJNA656268	-1	SAMN15782520						
PRJNA656268	-1	SAMN15782521						
PRJNA656268	-1	SAMN15782522						
PRJNA656268	-1	SAMN15782523						
PRJNA656268	-1	SAMN15782524						
PRJNA656268	-1	SAMN15782525						
PRJNA656268	-1	SAMN15782526						
PRJNA656268	-1	SAMN15782527						
PRJNA656268	-1	SAMN15782528						
PRJNA656268	-1	SAMN15782529						
PRJNA656268	-1	SAMN15782530						
PRJNA656268	-1	SAMN15782531						
PRJNA656268	-1	SAMN15782532						
PRJNA656268	-1	SAMN15782533						
PRJNA656268	-1	SAMN15782534						
PRJNA656268	-1	SAMN15782535						
PRJNA656268	-1	SAMN15782536						
PRJNA656268	-1	SAMN15782537						
PRJNA656268	-1	SAMN15782538						
PRJNA656268	-1	SAMN15782539						
PRJNA656268	-1	SAMN15782540						
PRJNA656268	-1	SAMN15782541						
PRJNA656268	-1	SAMN15782542						
PRJNA656268	-1	SAMN15782543						
PRJNA656268	-1	SAMN15782544						
PRJNA656268	-1	SAMN15782545						
PRJNA656268	-1	SAMN15782546						
PRJNA656268	-1	SAMN15782547						
PRJNA656268	-1	SAMN15782548						
PRJNA656268	-1	SAMN15782549						
PRJNA656268	-1	SAMN15782550						
PRJNA656268	-1	SAMN15782551						
PRJNA656268	-1	SAMN15782552						
PRJNA656268	-1	SAMN15782553						
PRJNA656268	-1	SAMN15782554						
PRJNA656268	-1	SAMN15782555						
PRJNA656268	-1	SAMN15782556						
PRJNA656268	-1	SAMN15782557						
PRJNA656268	-1	SAMN15782558						
PRJNA656268	-1	SAMN15782559						
PRJNA656268	-1	SAMN15782560						
PRJNA656268	-1	SAMN15782562						
PRJNA656268	-1	SAMN15782563						
PRJNA656268	-1	SAMN15782564						
PRJNA656268	-1	SAMN15782565						
PRJNA656268	-1	SAMN15782566						
PRJNA656268	-1	SAMN15782567						
PRJNA656268	-1	SAMN15782568						
PRJNA656268	-1	SAMN15782569						
PRJNA656268	-1	SAMN15782570						
PRJNA656268	-1	SAMN15782571						
PRJNA656268	-1	SAMN15782572						
PRJNA656268	-1	SAMN15782573						
PRJNA656268	-1	SAMN15782574						
PRJNA656268	-1	SAMN15782575						
PRJNA656268	-1	SAMN15782576						
PRJNA656268	-1	SAMN15782577						
PRJNA656268	-1	SAMN15782578						
PRJNA656268	-1	SAMN15782579						
PRJNA656268	-1	SAMN15782580						
PRJNA656268	-1	SAMN15782581						
PRJNA656268	-1	SAMN15782582						
PRJNA656268	-1	SAMN15782583						
PRJNA656268	-1	SAMN15782584						
PRJNA656268	-1	SAMN15782585						
PRJNA656268	-1	SAMN15782586						
PRJNA656268	-1	SAMN15782587						
PRJNA656268	-1	SAMN15782588						
PRJNA656268	-1	SAMN15782589						
PRJNA656268	-1	SAMN15782590						
PRJNA656268	-1	SAMN15782591						
PRJNA656268	-1	SAMN15782592						
PRJNA656268	-1	SAMN15782593						
PRJNA656268	-1	SAMN15782594						
PRJNA656268	-1	SAMN15782595						
PRJNA656268	-1	SAMN15782596						
PRJNA656268	-1	SAMN15782597						
PRJNA656268	-1	SAMN15782598						
PRJNA656268	-1	SAMN15782599						
PRJNA656268	-1	SAMN15782600						
PRJNA656268	-1	SAMN15782601						
PRJNA656268	-1	SAMN15782602						
PRJNA656268	-1	SAMN15782603						
PRJNA656268	-1	SAMN15782604						
PRJNA656268	-1	SAMN15782605						
PRJNA656268	-1	SAMN15782606						
PRJNA656268	-1	SAMN15782607						
PRJNA656268	-1	SAMN15782608						
PRJNA656268	-1	SAMN15782609						
PRJNA656268	-1	SAMN15782610						
PRJNA656268	-1	SAMN15782611						
PRJNA656268	-1	SAMN15782612						
PRJNA656268	-1	SAMN15782613						
PRJNA656268	-1	SAMN15782614						
PRJNA656268	-1	SAMN15782615						
PRJNA656268	-1	SAMN15782616						
PRJNA656268	-1	SAMN15782617						
PRJNA656268	-1	SAMN15782618						
PRJNA656268	-1	SAMN15782619						
PRJNA656268	-1	SAMN15782620						
PRJNA656268	-1	SAMN15782621						
PRJNA656268	-1	SAMN15782622						
PRJNA656268	-1	SAMN15782623						
PRJNA656268	-1	SAMN15782624						
PRJNA656268	-1	SAMN15782625						
PRJNA656268	-1	SAMN15782626						
PRJNA656268	-1	SAMN15782627						
PRJNA656268	-1	SAMN15782628						
PRJNA656268	-1	SAMN15782629						
PRJNA656268	-1	SAMN15782630						
PRJNA656268	-1	SAMN15782631						
PRJNA656268	-1	SAMN15782632						
PRJNA656268	-1	SAMN15782633						
PRJNA656268	-1	SAMN15782634						
PRJNA656268	-1	SAMN15782635						
PRJNA656268	-1	SAMN15782636						
PRJNA656268	-1	SAMN15782637						
PRJNA656268	-1	SAMN15782638						
PRJNA656268	-1	SAMN15782639						
PRJNA656268	-1	SAMN15782640						
PRJNA656268	-1	SAMN15782641						
PRJNA656268	-1	SAMN15782642						
PRJNA656268	-1	SAMN15782643						
PRJNA656268	-1	SAMN15782644						
PRJNA656268	-1	SAMN15782645						
PRJNA656268	-1	SAMN15782646						
PRJNA656268	-1	SAMN15782647						
PRJNA656268	-1	SAMN15782648						
PRJNA656268	-1	SAMN15782649						
PRJNA656268	-1	SAMN15782650						
PRJNA656268	-1	SAMN15782651						
PRJNA656268	-1	SAMN15782652						
PRJNA656268	-1	SAMN15782653						
PRJNA656268	-1	SAMN15782654						
PRJNA656268	-1	SAMN15782655						
PRJNA656268	-1	SAMN15782656						
PRJNA656268	-1	SAMN15782657						
PRJNA656268	-1	SAMN15782658						
PRJNA656268	-1	SAMN15782659						
PRJNA656268	-1	SAMN15782660						
PRJNA656268	-1	SAMN15782661						
PRJNA656268	-1	SAMN15782663						
PRJNA656268	-1	SAMN15782664						
PRJNA656268	-1	SAMN15782665						
PRJNA656268	-1	SAMN15782666						
PRJNA656268	-1	SAMN15782667						
PRJNA656268	-1	SAMN15782668						
PRJNA656268	-1	SAMN15782669						
PRJNA656268	-1	SAMN15782670						
PRJNA656268	-1	SAMN15782671						
PRJNA656268	-1	SAMN15782672						
PRJNA656268	-1	SAMN15782673						
PRJNA656268	-1	SAMN15782674						
PRJNA656268	-1	SAMN15782675						
PRJNA656268	-1	SAMN15782676						
PRJNA656268	-1	SAMN15782677						
PRJNA656268	-1	SAMN15782678						
PRJNA656268	-1	SAMN15782679						
PRJNA656268	-1	SAMN15782680						
PRJNA656268	-1	SAMN15782681						
PRJNA656268	-1	SAMN15782682						
PRJNA656268	-1	SAMN15782683						
PRJNA656268	-1	SAMN15782684						
PRJNA656268	-1	SAMN15782685						
PRJNA656268	-1	SAMN15782686						
PRJNA656268	-1	SAMN15782687						
PRJNA656268	-1	SAMN15782688						
PRJNA656268	-1	SAMN15782689						
PRJNA656268	-1	SAMN15782690						
PRJNA656268	-1	SAMN15782691						
PRJNA656268	-1	SAMN15782692						
PRJNA656268	-1	SAMN15782693						
PRJNA656268	-1	SAMN15782694						
PRJNA656268	-1	SAMN15782695						
PRJNA656268	-1	SAMN15782696						
PRJNA656268	-1	SAMN15782697						
PRJNA656268	-1	SAMN15782698						
PRJNA656268	-1	SAMN15782699						
PRJNA656268	-1	SAMN15782700						
PRJNA656268	-1	SAMN15782701						
PRJNA656268	-1	SAMN15782702						
PRJNA656268	-1	SAMN15782703						
PRJNA656268	-1	SAMN15782704						
PRJNA656268	-1	SAMN15782705						
PRJNA656268	-1	SAMN15782706						
PRJNA656268	-1	SAMN15782707						
PRJNA656268	-1	SAMN15782708						
PRJNA656268	-1	SAMN15782709						
PRJNA656268	-1	SAMN15782710						
PRJNA656268	-1	SAMN15782711						
PRJNA656268	-1	SAMN15782712						
PRJNA656268	-1	SAMN15782713						
PRJNA656268	-1	SAMN15782714						
PRJNA656268	-1	SAMN15782715						
PRJNA656268	-1	SAMN15782716						
PRJNA656268	-1	SAMN15782717						
PRJNA656268	-1	SAMN15782718						
PRJNA656268	-1	SAMN15782719						
PRJNA656268	-1	SAMN15782720						
PRJNA656268	-1	SAMN15782721						
PRJNA656268	-1	SAMN15782722						
PRJNA656268	-1	SAMN15782723						
PRJNA656268	-1	SAMN15782724						
PRJNA656268	-1	SAMN15782725						
PRJNA656268	-1	SAMN15782726						
PRJNA656268	-1	SAMN15782727						
PRJNA656268	-1	SAMN15782728						
PRJNA656268	-1	SAMN15782729						
PRJNA656268	-1	SAMN15782730						
PRJNA656268	-1	SAMN15782731						
PRJNA656268	-1	SAMN15782732						
PRJNA656268	-1	SAMN15782733						
PRJNA656268	-1	SAMN15782734						
PRJNA656268	-1	SAMN15782735						
PRJNA656268	-1	SAMN15782736						
PRJNA656268	-1	SAMN15782737						
PRJNA656268	-1	SAMN15782738						
PRJNA656268	-1	SAMN15782739						
PRJNA656268	-1	SAMN15782740						
PRJNA656268	-1	SAMN15782741						
PRJNA656268	-1	SAMN15782742						
PRJNA656268	-1	SAMN15782743						
PRJNA656268	-1	SAMN15782744						
PRJNA656268	-1	SAMN15782745						
PRJNA656268	-1	SAMN15782746						
PRJNA656268	-1	SAMN15782747						
PRJNA656268	-1	SAMN15782748						
PRJNA656268	-1	SAMN15782749						
PRJNA656268	-1	SAMN15782750						
PRJNA656268	-1	SAMN15782751						
PRJNA656268	-1	SAMN15782752						
PRJNA656268	-1	SAMN15782753						
PRJNA656268	-1	SAMN15782754						
PRJNA656268	-1	SAMN15782755						
PRJNA656268	-1	SAMN15782756						
PRJNA656268	-1	SAMN15782757						
PRJNA656268	-1	SAMN15782758						
PRJNA656268	-1	SAMN15782759						
PRJNA656268	-1	SAMN15782760						
PRJNA656268	-1	SAMN15782761						
PRJNA656268	-1	SAMN15782762						
PRJNA656268	-1	SAMN15782763						
PRJNA656268	-1	SAMN15782764						
PRJNA656268	-1	SAMN15782765						
PRJNA656268	-1	SAMN15782766						
PRJNA656268	-1	SAMN15782767						
PRJNA656268	-1	SAMN15782768						
PRJNA656268	-1	SAMN15782769						
PRJNA656268	-1	SAMN15782770						
PRJNA656268	-1	SAMN15782771						
PRJNA656268	-1	SAMN15782772						
PRJNA656268	-1	SAMN15782773						
PRJNA656268	-1	SAMN15782774						
PRJNA656268	-1	SAMN15782775						
PRJNA656268	-1	SAMN15782776						
PRJNA656268	-1	SAMN15782777						
PRJNA656268	-1	SAMN15782778						
PRJNA656268	-1	SAMN15782779						
PRJNA656268	-1	SAMN15782780						
PRJNA656268	-1	SAMN15782781						
PRJNA656268	-1	SAMN15782782						
PRJNA656268	-1	SAMN15782783						
PRJNA656268	-1	SAMN15782784						
PRJNA656268	-1	SAMN15782785						
PRJNA656268	-1	SAMN15782786						
PRJNA656268	-1	SAMN15782787						
PRJNA656268	-1	SAMN15782788						
PRJNA656268	-1	SAMN15782789						
PRJNA656268	-1	SAMN15782790						
PRJNA656268	-1	SAMN15782791						
PRJNA656268	-1	SAMN15782792						
PRJNA656268	-1	SAMN15782793						
PRJNA656268	-1	SAMN15782794						
PRJNA656268	-1	SAMN15782795						
PRJNA656268	-1	SAMN15782796						
PRJNA656268	-1	SAMN15782797						
PRJNA656268	-1	SAMN15782798						
PRJNA656268	-1	SAMN15782799						
PRJNA656268	-1	SAMN15782800						
PRJNA656268	-1	SAMN15782801						
PRJNA656268	-1	SAMN15782802						
PRJNA656268	-1	SAMN15782803						
PRJNA656268	-1	SAMN15782804						
PRJNA656268	-1	SAMN15782805						
PRJNA656268	-1	SAMN15782806						
PRJNA656268	-1	SAMN15782807						
PRJNA656268	-1	SAMN15782808						
PRJNA656268	-1	SAMN15782809						
PRJNA656268	-1	SAMN15782810						
PRJNA656268	-1	SAMN15782811						
PRJNA656268	-1	SAMN15782812						
PRJNA656268	-1	SAMN15782813						
PRJNA656268	-1	SAMN15782814						
PRJNA656268	-1	SAMN15782815						
PRJNA656268	-1	SAMN15782816						
PRJNA656268	-1	SAMN15782817						
PRJNA656268	-1	SAMN15782818						
PRJNA656268	-1	SAMN15782819						
PRJNA656268	-1	SAMN15782820						
PRJNA656268	-1	SAMN15782821						
PRJNA656268	-1	SAMN15782822						
PRJNA656268	-1	SAMN15782823						
PRJNA656268	-1	SAMN15782824						
PRJNA656268	-1	SAMN15782825						
PRJNA656268	-1	SAMN15782826						
PRJNA656268	-1	SAMN15782827						
PRJNA656268	-1	SAMN15782828						
PRJNA656268	-1	SAMN15782829						
PRJNA656268	-1	SAMN15782830						
PRJNA656268	-1	SAMN15782831						
PRJNA656268	-1	SAMN15782832						
PRJNA656268	-1	SAMN15782833						
PRJNA656268	-1	SAMN15782834						
PRJNA656268	-1	SAMN15782835						
PRJNA656268	-1	SAMN15782836						
PRJNA656268	-1	SAMN15782837						
PRJNA656268	-1	SAMN15782838						
PRJNA656268	-1	SAMN15782839						
PRJNA656268	-1	SAMN15782840						
PRJNA656268	-1	SAMN15782841						
PRJNA656268	-1	SAMN15782842						
PRJNA656268	-1	SAMN15782843						
PRJNA656268	-1	SAMN15782844						
PRJNA656268	-1	SAMN15782845						
PRJNA656268	-1	SAMN15782846						
PRJNA656268	-1	SAMN15782847						
PRJNA656268	-1	SAMN15782848						
PRJNA656268	-1	SAMN15782849						
PRJNA656268	-1	SAMN15782850						
PRJNA656268	-1	SAMN15782851						
PRJNA656268	-1	SAMN15782852						
PRJNA656268	-1	SAMN15782853						
PRJNA656268	-1	SAMN15782854						
PRJNA656268	-1	SAMN15782855						
PRJNA656268	-1	SAMN15782856						
PRJNA656268	-1	SAMN15782857						
PRJNA656268	-1	SAMN15782858						
PRJNA656268	-1	SAMN15782859						
PRJNA656268	-1	SAMN15782860						
PRJNA656268	-1	SAMN15782861						
PRJNA656268	-1	SAMN15782862						
PRJNA656268	-1	SAMN15782863						
PRJNA656268	-1	SAMN15782864						
PRJNA656268	-1	SAMN15782865						
PRJNA656268	-1	SAMN15782866						
PRJNA656268	-1	SAMN15782867						
PRJNA656268	-1	SAMN15782868						
PRJNA656268	-1	SAMN15782869						
PRJNA656268	-1	SAMN15782870						
PRJNA656268	-1	SAMN15782871						
PRJNA656268	-1	SAMN15782872						
PRJNA656268	-1	SAMN15782873						
PRJNA656268	-1	SAMN15782874						
PRJNA656268	-1	SAMN15782875						
PRJNA656268	-1	SAMN15782876						
PRJNA656268	-1	SAMN15782877						
PRJNA656268	-1	SAMN15782878						
PRJNA656268	-1	SAMN15782879						
PRJNA656268	-1	SAMN15782880						
PRJNA656268	-1	SAMN15782881						
PRJNA656268	-1	SAMN15782882						
PRJNA656268	-1	SAMN15782883						
PRJNA656268	-1	SAMN15782884						
PRJNA656268	-1	SAMN15782885						
PRJNA656268	-1	SAMN15782886						
PRJNA656268	-1	SAMN15782887						
PRJNA656268	-1	SAMN15782888						
PRJNA656268	-1	SAMN15782889						
PRJNA656268	-1	SAMN15782890						
PRJNA656268	-1	SAMN15782891						
PRJNA656268	-1	SAMN15782892						
PRJNA656268	-1	SAMN15782893						
PRJNA656268	-1	SAMN15782894						
PRJNA656268	-1	SAMN15782895						
PRJNA656268	-1	SAMN15782896						
PRJNA656268	-1	SAMN15782897						
PRJNA656268	-1	SAMN15782898						
PRJNA656268	-1	SAMN15782899						
PRJNA656268	-1	SAMN15782900						
PRJNA656268	-1	SAMN15782901						
PRJNA656268	-1	SAMN15782902						
PRJNA656268	-1	SAMN15782903						
PRJNA656268	-1	SAMN15782904						
PRJNA656268	-1	SAMN15782905						
PRJNA656268	-1	SAMN15782906						
PRJNA656268	-1	SAMN15782907						
PRJNA656268	-1	SAMN15782908						
PRJNA656268	-1	SAMN15782909						
PRJNA656268	-1	SAMN15782910						
PRJNA656268	-1	SAMN15782911						
PRJNA656268	-1	SAMN15782912						
PRJNA656268	-1	SAMN15782913						
PRJNA656268	-1	SAMN15782914						
PRJNA656268	-1	SAMN15782915						
PRJNA656268	-1	SAMN15782916						
PRJNA656268	-1	SAMN15782917						
PRJNA656268	-1	SAMN15782918						
PRJNA656268	-1	SAMN15782919						
PRJNA656268	-1	SAMN15782920						
PRJNA656268	-1	SAMN15782921						
PRJNA656268	-1	SAMN15782922						
PRJNA656268	-1	SAMN15782923						
PRJNA656268	-1	SAMN15782924						
PRJNA656268	-1	SAMN15782925						
PRJNA656268	-1	SAMN15782926						
PRJNA656268	-1	SAMN15782927						
PRJNA656268	-1	SAMN15782928						
PRJNA656268	-1	SAMN15782929						
PRJNA656268	-1	SAMN15782930						
PRJNA656268	-1	SAMN15782931						
PRJNA656268	-1	SAMN15782932						
PRJNA656268	-1	SAMN15782933						
PRJNA656268	-1	SAMN15782934						
PRJNA656268	-1	SAMN15782935						
PRJNA656268	-1	SAMN15782936						
PRJNA656268	-1	SAMN15782937						
PRJNA656268	-1	SAMN15782938						
PRJNA656268	-1	SAMN15782939						
PRJNA656268	-1	SAMN15782940						
PRJNA656268	-1	SAMN15782941						
PRJNA656268	-1	SAMN15782942						
PRJNA656268	-1	SAMN15782943						
PRJNA656268	-1	SAMN15782944						
PRJNA656268	-1	SAMN15782945						
PRJNA656268	-1	SAMN15782946						
PRJNA656268	-1	SAMN15782947						
PRJNA656268	-1	SAMN15782949						
PRJNA656268	-1	SAMN15782950						
PRJNA656268	-1	SAMN15782951						
PRJNA656268	-1	SAMN15782952						
PRJNA656268	-1	SAMN15782953						
PRJNA656268	-1	SAMN15782954						
PRJNA656268	-1	SAMN15782955						
PRJNA656268	-1	SAMN15782956						
PRJNA656268	-1	SAMN15782957						
PRJNA656268	-1	SAMN15782958						
PRJNA656268	-1	SAMN15782960						
PRJNA656268	-1	SAMN15782961						
PRJNA656268	-1	SAMN15782962						
PRJNA656268	-1	SAMN15782963						
PRJNA656268	-1	SAMN15782964						
PRJNA656268	-1	SAMN15782966						
PRJNA656268	-1	SAMN15782967						
PRJNA656268	-1	SAMN15782968						
PRJNA656268	-1	SAMN15782969						
PRJNA656268	-1	SAMN15782970						
PRJNA656268	-1	SAMN15782971						
PRJNA656268	-1	SAMN15782972						
