bioproject_accession	biosample_accession	env_broad_scale	env_local_scale	env_medium
PRJNA308326	SAMN33358784			
PRJNA308326	SAMN33358785			
PRJNA308326	SAMN33358786			
PRJNA308326	SAMN33358787			
PRJNA308326	SAMN33358788			
PRJNA308326	SAMN33358789			
PRJNA781406	SAMN33441086			
PRJNA781406	SAMN33441087			
PRJNA781406	SAMN33441088			
PRJNA781406	SAMN33441089			
PRJNA781406	SAMN33441090			
PRJNA781406	SAMN33441091			
PRJNA781406	SAMN33441092			
PRJNA781406	SAMN33441093			
PRJNA781406	SAMN33441094			
PRJNA781406	SAMN33441095			
PRJNA781406	SAMN33441096			
PRJNA781406	SAMN33441097			
PRJNA781406	SAMN33441098			
PRJNA781406	SAMN33441099			
PRJNA781406	SAMN33441100			
PRJNA781406	SAMN33441101			
PRJNA781406	SAMN33441102			
PRJNA781406	SAMN33441103			
PRJNA781406	SAMN33441104			
PRJNA781406	SAMN33441105			
PRJNA781406	SAMN33441106			
PRJNA781406	SAMN33441107			
PRJNA781406	SAMN33441108			
PRJNA781406	SAMN33441109			
PRJNA781406	SAMN33441110			
PRJNA781406	SAMN33441111			
PRJNA781406	SAMN33441112			
PRJNA781406	SAMN33441113			
PRJNA781406	SAMN33441114			
PRJNA781406	SAMN33441115			
PRJNA781406	SAMN33441116			
PRJNA781406	SAMN33441117			
PRJNA781406	SAMN33441118			
PRJNA781406	SAMN33441119			
PRJNA781406	SAMN33441120			
PRJNA781406	SAMN33441121			
PRJNA781406	SAMN33441122			
PRJNA781406	SAMN33441123			
PRJNA781406	SAMN33441124			
PRJNA781406	SAMN33441125			
PRJNA781406	SAMN33441126			
PRJNA781406	SAMN33441127			
PRJNA781406	SAMN33441128			
PRJNA781406	SAMN33441129			
PRJNA781406	SAMN33441130			
PRJNA781406	SAMN33441131			
PRJNA781406	SAMN33441132			
PRJNA781406	SAMN33441133			
PRJNA781406	SAMN33441134			
PRJNA781406	SAMN33441135			
PRJNA781406	SAMN33441136			
PRJNA781406	SAMN33441137			
PRJNA781406	SAMN33441138			
PRJNA781406	SAMN33441139			
PRJNA781406	SAMN33441140			
PRJNA781406	SAMN33441141			
PRJNA781406	SAMN33441142			
PRJNA781406	SAMN33441143			
PRJNA781406	SAMN33441144			
PRJNA781406	SAMN33441145			
PRJNA781406	SAMN33441146			
PRJNA781406	SAMN33441147			
PRJNA781406	SAMN33441148			
PRJNA781406	SAMN33441149			
PRJNA781406	SAMN33441150			
PRJNA781406	SAMN33441151			
PRJNA781406	SAMN33441152			
PRJNA781406	SAMN33441153			
PRJNA781406	SAMN33441154			
PRJNA781406	SAMN33441155			
PRJNA781406	SAMN33441156			
PRJNA781406	SAMN33441157			
PRJNA781406	SAMN33441158			
PRJNA781406	SAMN33441159			
PRJNA781406	SAMN33441160			
PRJNA781406	SAMN33441161			
PRJNA781406	SAMN33441162			
PRJNA781406	SAMN33441163			
PRJNA781406	SAMN33441164			
PRJNA781406	SAMN33441165			
PRJNA781406	SAMN33441166			
PRJNA781406	SAMN33441167			
PRJNA781406	SAMN33441168			
PRJNA781406	SAMN33441169			
PRJNA781406	SAMN33441170			
PRJNA781406	SAMN33441171			
PRJNA781406	SAMN33441172			
PRJNA781406	SAMN33441173			
PRJNA781406	SAMN33441174			
PRJNA781406	SAMN33441175			
PRJNA781406	SAMN33441176			
PRJNA781406	SAMN33441177			
PRJNA781406	SAMN33441178			
PRJNA781406	SAMN33441179			
PRJNA781406	SAMN33441180			
PRJNA781406	SAMN33441181			
PRJNA781406	SAMN33441182			
PRJNA781406	SAMN33441183			
PRJNA781406	SAMN33441184			
PRJNA781406	SAMN33441185			
PRJNA781406	SAMN33441186			
PRJNA781406	SAMN33441187			
PRJNA781406	SAMN33441188			
PRJNA781406	SAMN33441189			
PRJNA781406	SAMN33441190			
PRJNA781406	SAMN33441191			
PRJNA781406	SAMN33441192			
PRJNA781406	SAMN33441193			
PRJNA781406	SAMN33441194			
PRJNA781406	SAMN33441195			
PRJNA781406	SAMN33441196			
PRJNA781406	SAMN33441197			
PRJNA781406	SAMN33441198			
PRJNA781406	SAMN33441199			
PRJNA781406	SAMN33441200			
PRJNA781406	SAMN33441201			
PRJNA781406	SAMN33441202			
PRJNA781406	SAMN33441203			
PRJNA781406	SAMN33441204			
PRJNA781406	SAMN33441205			
PRJNA781406	SAMN33441206			
PRJNA781406	SAMN33441207			
PRJNA781406	SAMN33441208			
PRJNA781406	SAMN33441209			
PRJNA781406	SAMN33441210			
PRJNA781406	SAMN33441211			
PRJNA781406	SAMN33441212			
PRJNA781406	SAMN33441213			
PRJNA781406	SAMN33441214			
PRJNA781406	SAMN33441215			
PRJNA781406	SAMN33441216			
PRJNA781406	SAMN33441217			
PRJNA781406	SAMN33441218			
PRJNA781406	SAMN33441219			
PRJNA781406	SAMN33441220			
PRJNA781406	SAMN33441221			
PRJNA781406	SAMN33441222			
PRJNA781406	SAMN33441223			
PRJNA781406	SAMN33441224			
PRJNA781406	SAMN33441225			
PRJNA781406	SAMN33441226			
PRJNA781406	SAMN33441227			
PRJNA781406	SAMN33441228			
PRJNA781406	SAMN33441229			
PRJNA781406	SAMN33441230			
PRJNA781406	SAMN33441231			
PRJNA781406	SAMN33441232			
PRJNA781406	SAMN33441233			
PRJNA781406	SAMN33441234			
PRJNA781406	SAMN33441235			
PRJNA781406	SAMN33441236			
PRJNA781406	SAMN33441237			
PRJNA781406	SAMN33441238			
PRJNA781406	SAMN33441239			
PRJNA781406	SAMN33441240			
PRJNA781406	SAMN33441241			
PRJNA781406	SAMN33441242			
PRJNA781406	SAMN33441243			
PRJNA781406	SAMN33441244			
PRJNA781406	SAMN33441245			
PRJNA781406	SAMN33441246			
PRJNA781406	SAMN33441247			
PRJNA781406	SAMN33441248			
PRJNA781406	SAMN33441249			
PRJNA781406	SAMN33441250			
PRJNA781406	SAMN33441251			
PRJNA781406	SAMN33441252			
PRJNA781406	SAMN33441253			
PRJNA781406	SAMN33441254			
PRJNA781406	SAMN33441255			
PRJNA781406	SAMN33441256			
PRJNA781406	SAMN33441257			
PRJNA781406	SAMN33441258			
PRJNA946152	SAMN33813509			
PRJNA946152	SAMN33813510			
PRJNA946152	SAMN33813511			
PRJNA946152	SAMN33813512			
PRJNA946152	SAMN33813513			
PRJNA946152	SAMN33813514			
PRJNA946152	SAMN33813515			
PRJNA946152	SAMN33813516			
PRJNA946152	SAMN33813517			
PRJNA946152	SAMN33813518			
PRJNA946152	SAMN33813519			
PRJNA946152	SAMN33813520			
PRJNA946152	SAMN33813521			
PRJNA946152	SAMN33813522			
PRJNA946152	SAMN33813523			
PRJNA946152	SAMN33813524			
PRJNA946152	SAMN33813525			
PRJNA946152	SAMN33813526			
PRJNA946152	SAMN33813527			
PRJNA946152	SAMN33813528			
PRJNA946152	SAMN33813529			
PRJNA946152	SAMN33813530			
PRJNA946152	SAMN33813531			
PRJNA946152	SAMN33813532			
PRJNA946152	SAMN33813533			
PRJNA946152	SAMN33813534			
PRJNA946152	SAMN33813535			
PRJNA946152	SAMN33813536			
PRJNA946152	SAMN33813537			
PRJNA946152	SAMN33813538			
PRJNA946152	SAMN33813539			
PRJNA946152	SAMN33813540			
PRJNA946152	SAMN33813541			
PRJNA946152	SAMN33813542			
PRJNA946152	SAMN33813543			
PRJNA946152	SAMN33813544			
PRJNA946152	SAMN33813545			
PRJNA946152	SAMN33813546			
PRJNA946152	SAMN33813547			
PRJNA946152	SAMN33813548			
PRJNA946152	SAMN33813549			
PRJNA946152	SAMN33813550			
PRJNA946152	SAMN33813551			
PRJNA946152	SAMN33813552			
PRJNA946152	SAMN33813553			
PRJNA946152	SAMN33813554			
PRJNA946152	SAMN33813555			
PRJNA946152	SAMN33813556			
PRJNA946152	SAMN33813557			
PRJNA946152	SAMN33813558			
PRJNA946152	SAMN33813559			
PRJNA946152	SAMN33813560			
PRJNA946152	SAMN33813561			
PRJNA946152	SAMN33813562			
PRJNA946152	SAMN33813563			
PRJNA946152	SAMN33813564			
PRJNA946152	SAMN33813565			
PRJNA946152	SAMN33813566			
PRJNA946152	SAMN33813567			
PRJNA946152	SAMN33813568			
PRJNA352737	SAMN34194778	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194779	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194780	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194781	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194782	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194783	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194784	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194785	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194786	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194787	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194788	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194789	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194790	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194791	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194792	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194793	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194794	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194795	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194796	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194797	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194798	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194799	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194800	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194801	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194802	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194803	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194804	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194805	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA352737	SAMN34194806	ENVO:00000447	ENVO:01000037	ENVO:00002151
PRJNA352737	SAMN34194807	ENVO:00000447	ENVO:01000038	ENVO:00002151
PRJNA982563	SAMN35710412			
PRJNA982563	SAMN35710413			
PRJNA982563	SAMN35710414			
PRJNA982563	SAMN35710415			
PRJNA982563	SAMN35710416			
PRJNA982563	SAMN35710417			
PRJNA982563	SAMN35710418			
PRJNA982563	SAMN35710419			
PRJNA982563	SAMN35710420			
PRJNA982563	SAMN35710421			
PRJNA982563	SAMN35710422			
PRJNA982563	SAMN35710423			
PRJNA982563	SAMN35710424			
PRJNA982563	SAMN35710425			
PRJNA982563	SAMN35710426			
PRJNA982563	SAMN35710427			
PRJNA982563	SAMN35710428			
PRJNA982563	SAMN35710429			
PRJNA982563	SAMN35710430			
PRJNA982563	SAMN35710431			
PRJNA982563	SAMN35710432			
PRJNA982563	SAMN35710433			
PRJNA982563	SAMN35710434			
PRJNA982563	SAMN35710435			
PRJNA982563	SAMN35710436			
PRJNA982563	SAMN35710437			
PRJNA982563	SAMN35710438			
PRJNA982563	SAMN35710439			
PRJNA982563	SAMN35710440			
PRJNA982563	SAMN35710441			
PRJNA982563	SAMN35710442			
PRJNA982563	SAMN35710443			
PRJNA982563	SAMN35710444			
PRJNA982563	SAMN35710445			
PRJNA982563	SAMN35710446			
PRJNA982563	SAMN35710447			
PRJNA982563	SAMN35710448			
PRJNA982563	SAMN35710449			
PRJNA982563	SAMN35710450			
PRJNA982563	SAMN35710451			
PRJNA982563	SAMN35710452			
PRJNA982563	SAMN35710453			
PRJNA982563	SAMN35710454			
PRJNA982563	SAMN35710455			
PRJNA982563	SAMN35710456			
PRJNA982563	SAMN35710457			
PRJNA982563	SAMN35710458			
PRJNA982563	SAMN35710459			
PRJNA982563	SAMN35710460			
PRJNA982563	SAMN35710461			
PRJNA982563	SAMN35710462			
PRJNA982563	SAMN35710463			
PRJNA982563	SAMN35710464			
PRJNA982563	SAMN35710465			
PRJNA982563	SAMN35710466			
PRJNA982563	SAMN35710467			
PRJNA982563	SAMN35710468			
PRJNA982563	SAMN35710469			
PRJNA982563	SAMN35710470			
PRJNA982563	SAMN35710471			
PRJNA982563	SAMN35710472			
PRJNA982563	SAMN35710473			
PRJNA982563	SAMN35710474			
PRJNA982563	SAMN35710475			
PRJNA982563	SAMN35710476			
PRJNA982563	SAMN35710477			
PRJNA982563	SAMN35710478			
PRJNA982563	SAMN35710479			
PRJNA982563	SAMN35710480			
PRJNA982563	SAMN35710481			
PRJNA982563	SAMN35710482			
PRJNA982563	SAMN35710483			
PRJNA982563	SAMN35710484			
PRJNA982563	SAMN35710485			
PRJNA982563	SAMN35710486			
PRJNA982563	SAMN35710487			
PRJNA982563	SAMN35710488			
PRJNA982563	SAMN35710489			
PRJNA982563	SAMN35710490			
PRJNA982563	SAMN35710491			
PRJNA982563	SAMN35710492			
PRJNA982563	SAMN35710493			
PRJNA982563	SAMN35710494			
PRJNA982563	SAMN35710495			
PRJNA982563	SAMN35710496			
PRJNA982563	SAMN35710497			
PRJNA982563	SAMN35710498			
PRJNA982563	SAMN35710499			
PRJNA982563	SAMN35710500			
PRJNA982563	SAMN35710501			
PRJNA982563	SAMN35710502			
PRJNA982563	SAMN35710503			
PRJNA982563	SAMN35710504			
PRJNA982563	SAMN35710505			
PRJNA982563	SAMN35710506			
PRJNA982563	SAMN35710507			
PRJNA982563	SAMN35710508			
PRJNA982563	SAMN35710509			
PRJNA982563	SAMN35710510			
PRJNA982563	SAMN35710511			
PRJNA982563	SAMN35710512			
PRJNA982563	SAMN35710513			
PRJNA982563	SAMN35710514			
PRJNA982563	SAMN35710515			
PRJNA982563	SAMN35710516			
PRJNA982563	SAMN35710517			
PRJNA982563	SAMN35710518			
PRJNA982563	SAMN35710519			
PRJNA982563	SAMN35710520			
PRJNA982563	SAMN35710521			
PRJNA982563	SAMN35710522			
PRJNA982563	SAMN35710523			
PRJNA982563	SAMN35710524			
PRJNA982563	SAMN35710525			
PRJNA982563	SAMN35710526			
PRJNA982563	SAMN35710527			
PRJNA982563	SAMN35710528			
PRJNA982563	SAMN35710529			
PRJNA982563	SAMN35710530			
PRJNA982563	SAMN35710531			
PRJNA982563	SAMN35710532			
PRJNA982563	SAMN35710533			
PRJNA982563	SAMN35710534			
PRJNA982563	SAMN35710535			
PRJNA982563	SAMN35710536			
PRJNA982563	SAMN35710537			
PRJNA982563	SAMN35710538			
PRJNA982563	SAMN35710539			
PRJNA982563	SAMN35710540			
PRJNA982563	SAMN35710541			
PRJNA982563	SAMN35710542			
PRJNA982563	SAMN35710543			
PRJNA982563	SAMN35710544			
PRJNA982563	SAMN35710545			
PRJNA982563	SAMN35710546			
PRJNA982563	SAMN35710547			
PRJNA982563	SAMN35710548			
PRJNA982563	SAMN35710549			
PRJNA982563	SAMN35710550			
PRJNA982563	SAMN35710551			
PRJNA982563	SAMN35710552			
PRJNA982563	SAMN35710553			
PRJNA982563	SAMN35710554			
PRJNA982563	SAMN35710555			
PRJNA982563	SAMN35710556			
PRJNA982563	SAMN35710557			
PRJNA982563	SAMN35710558			
PRJNA982563	SAMN35710559			
PRJNA982563	SAMN35710560			
PRJNA982563	SAMN35710561			
PRJNA982563	SAMN35710562			
PRJNA982563	SAMN35710563			
PRJNA982563	SAMN35710564			
PRJNA982563	SAMN35710565			
PRJNA982563	SAMN35710566			
PRJNA982563	SAMN35710567			
PRJNA982563	SAMN35710568			
PRJNA982563	SAMN35710569			
PRJNA982563	SAMN35710570			
PRJNA982563	SAMN35710571			
PRJNA982563	SAMN35710572			
PRJNA982563	SAMN35710573			
PRJNA982563	SAMN35710574			
PRJNA982563	SAMN35710575			
PRJNA982563	SAMN35710576			
PRJNA982563	SAMN35710577			
PRJNA982563	SAMN35710578			
PRJNA982563	SAMN35710579			
PRJNA982563	SAMN35710580			
PRJNA982563	SAMN35710581			
PRJNA982563	SAMN35710582			
PRJNA982563	SAMN35710583			
PRJNA982563	SAMN35710584			
PRJNA982563	SAMN35710585			
PRJNA982563	SAMN35710586			
PRJNA982563	SAMN35710587			
PRJNA982563	SAMN35710588			
PRJNA982563	SAMN35710589			
PRJNA982563	SAMN35710590			
PRJNA982563	SAMN35710591			
PRJNA982563	SAMN35710592			
PRJNA982563	SAMN35710593			
PRJNA982563	SAMN35710594			
PRJNA982563	SAMN35710595			
PRJNA982563	SAMN35710596			
PRJNA982563	SAMN35710597			
PRJNA982563	SAMN35710598			
PRJNA982563	SAMN35710599			
PRJNA982563	SAMN35710600			
PRJNA982563	SAMN35710601			
PRJNA982563	SAMN35710602			
PRJNA982563	SAMN35710603			
PRJNA982563	SAMN35710604			
PRJNA982563	SAMN35710605			
PRJNA982563	SAMN35710606			
PRJNA982563	SAMN35710607			
PRJNA982563	SAMN35710608			
PRJNA982563	SAMN35710609			
PRJNA982563	SAMN35710610			
PRJNA982563	SAMN35710611			
PRJNA982563	SAMN35710612			
PRJNA982563	SAMN35710613			
PRJNA982563	SAMN35710614			
PRJNA982563	SAMN35710615			
PRJNA982563	SAMN35710616			
PRJNA982563	SAMN35710617			
PRJNA982563	SAMN35710618			
PRJNA982563	SAMN35710619			
PRJNA982563	SAMN35710620			
PRJNA982563	SAMN35710621			
PRJNA982563	SAMN35710622			
PRJNA982563	SAMN35710623			
PRJNA982563	SAMN35710624			
PRJNA982563	SAMN35710625			
PRJNA982563	SAMN35710626			
PRJNA982563	SAMN35710627			
PRJNA982563	SAMN35710628			
PRJNA982563	SAMN35710629			
PRJNA982563	SAMN35710630			
PRJNA982563	SAMN35710631			
PRJNA982563	SAMN35710632			
PRJNA982563	SAMN35710633			
PRJNA982563	SAMN35710634			
PRJNA982563	SAMN35710635			
PRJNA982563	SAMN35710636			
PRJNA982563	SAMN35710637			
PRJNA982563	SAMN35710638			
PRJNA982563	SAMN35710639			
PRJNA982563	SAMN35710640			
PRJNA982563	SAMN35710641			
PRJNA982563	SAMN35710642			
PRJNA982563	SAMN35710643			
PRJNA985794	SAMN35810692			
PRJNA985794	SAMN35810693			
PRJNA985794	SAMN35810694			
PRJNA985794	SAMN35810695			
PRJNA985794	SAMN35810696			
PRJNA985794	SAMN35810697			
PRJNA985794	SAMN35810698			
PRJNA985794	SAMN35810699			
PRJNA985794	SAMN35810700			
PRJNA985794	SAMN35810701			
PRJNA985794	SAMN35810702			
PRJNA985794	SAMN35810703			
PRJNA985794	SAMN35810704			
PRJNA985794	SAMN35810705			
PRJNA985794	SAMN35810706			
PRJNA985794	SAMN35810707			
PRJNA985794	SAMN35810708			
PRJNA985794	SAMN35810709			
PRJNA985794	SAMN35810710			
PRJNA985794	SAMN35810711			
PRJNA985794	SAMN35810712			
PRJNA985794	SAMN35810713			
PRJNA985794	SAMN35810714			
PRJNA985794	SAMN35810715			
PRJNA985794	SAMN35810716			
PRJNA985794	SAMN35810717			
PRJNA985794	SAMN35810718			
PRJNA985794	SAMN35810719			
PRJNA985794	SAMN35810720			
PRJNA985794	SAMN35810721			
PRJNA985794	SAMN35810722			
PRJNA985794	SAMN35810723			
PRJNA985794	SAMN35810724			
PRJNA985794	SAMN35810725			
PRJNA985794	SAMN35810726			
PRJNA985794	SAMN35810727			
PRJNA985794	SAMN35810728			
PRJNA985794	SAMN35810729			
PRJNA985794	SAMN35810730			
PRJNA985794	SAMN35810731			
PRJNA985794	SAMN35810732			
PRJNA985794	SAMN35810733			
PRJNA985794	SAMN35810734			
PRJNA985794	SAMN35810735			
PRJNA985794	SAMN35810736			
PRJNA985794	SAMN35810737			
PRJNA985794	SAMN35810738			
PRJNA985794	SAMN35810739			
PRJNA985794	SAMN35810740			
PRJNA985794	SAMN35810741			
PRJNA985794	SAMN35810742			
PRJNA985794	SAMN35810743			
PRJNA985794	SAMN35810744			
PRJNA985794	SAMN35810745			
PRJNA985794	SAMN35810746			
PRJNA985794	SAMN35810747			
PRJNA985794	SAMN35810748			
PRJNA985794	SAMN35810749			
PRJNA985794	SAMN35810750			
PRJNA985794	SAMN35810751			
PRJNA985794	SAMN35810752			
PRJNA985794	SAMN35810753			
PRJNA985794	SAMN35810754			
PRJNA985794	SAMN35810755			
PRJNA985794	SAMN35810756			
PRJNA985794	SAMN35810757			
PRJNA985794	SAMN35810758			
PRJNA985794	SAMN35810759			
PRJNA985794	SAMN35810760			
PRJNA985794	SAMN35810761			
PRJNA985794	SAMN35810762			
PRJNA985794	SAMN35810763			
PRJNA1000042	SAMN36757211			
PRJNA1000042	SAMN36757212			
PRJNA1000042	SAMN36757213			
PRJNA1000042	SAMN36757214			
PRJNA1000042	SAMN36757215			
PRJNA1000042	SAMN36757216			
PRJNA1000042	SAMN36757217			
PRJNA1000042	SAMN36757218			
PRJNA1000042	SAMN36757219			
PRJNA1000042	SAMN36757220			
PRJNA1000042	SAMN36757221			
PRJNA1000042	SAMN36757222			
PRJNA1000042	SAMN36757223			
PRJNA1000042	SAMN36757224			
PRJNA1000042	SAMN36757225			
PRJNA1000042	SAMN36757226			
PRJNA1000042	SAMN36757227			
PRJNA1000042	SAMN36757228			
PRJNA1000042	SAMN36757229			
PRJNA1000042	SAMN36757230			
PRJNA1000042	SAMN36757231			
PRJNA1000042	SAMN36757232			
PRJNA1000042	SAMN36757233			
PRJNA1000042	SAMN36757234			
PRJNA1000042	SAMN36757235			
PRJNA1000042	SAMN36757236			
PRJNA1000042	SAMN36757237			
PRJNA1000042	SAMN36757238			
PRJNA1000042	SAMN36757239			
PRJNA1000042	SAMN36757240			
PRJNA1000042	SAMN36757241			
PRJNA1000042	SAMN36757242			
PRJNA1000042	SAMN36757243			
PRJNA1000042	SAMN36757244			
PRJNA1000042	SAMN36757245			
PRJNA1000042	SAMN36757246			
PRJNA1000042	SAMN36757247			
PRJNA1000042	SAMN36757248			
PRJNA1000042	SAMN36757249			
PRJNA1000042	SAMN36757250			
PRJNA1000042	SAMN36757251			
PRJNA1000042	SAMN36757252			
PRJNA1000042	SAMN36757253			
PRJNA1000042	SAMN36757254			
PRJNA1000042	SAMN36757255			
PRJNA1000042	SAMN36757256			
PRJNA1000042	SAMN36757257			
PRJNA1000042	SAMN36757258			
PRJNA1000042	SAMN36757259			
PRJNA1000042	SAMN36757260			
PRJNA1000042	SAMN36757261			
PRJNA1000042	SAMN36757262			
PRJNA1000042	SAMN36757263			
PRJNA1000042	SAMN36757264			
PRJNA1001993	SAMN36828631			
PRJNA1001993	SAMN36828632			
PRJNA1001993	SAMN36828633			
PRJNA1001993	SAMN36828634			
PRJNA1001993	SAMN36828635			
PRJNA1001993	SAMN36828636			
PRJNA1001993	SAMN36828637			
PRJNA1001993	SAMN36828638			
PRJNA1001993	SAMN36828639			
PRJNA1001993	SAMN36828640			
PRJNA1001993	SAMN36828641			
PRJNA1001993	SAMN36828642			
PRJNA1001993	SAMN36828643			
PRJNA1001993	SAMN36828644			
PRJNA1001993	SAMN36828645			
PRJNA1001993	SAMN36828646			
PRJNA1001993	SAMN36828647			
PRJNA1001993	SAMN36828648			
PRJNA1001993	SAMN36828649			
PRJNA1001993	SAMN36828650			
PRJNA1001993	SAMN36828651			
PRJNA1001993	SAMN36828652			
PRJNA1001993	SAMN36828653			
PRJNA1001993	SAMN36828654			
PRJNA1001993	SAMN36828655			
PRJNA1001993	SAMN36828656			
PRJNA1001993	SAMN36828657			
PRJNA1001993	SAMN36828658			
PRJNA1001993	SAMN36828659			
PRJNA1001993	SAMN36828660			
PRJNA1001993	SAMN36828661			
PRJNA1001993	SAMN36828662			
PRJNA1001993	SAMN36828663			
PRJNA1001993	SAMN36828664			
PRJNA1001993	SAMN36828665			
PRJNA1001993	SAMN36828666			
PRJNA1001993	SAMN36828667			
PRJNA1001993	SAMN36828668			
PRJNA1001993	SAMN36828669			
PRJNA1001993	SAMN36828670			
PRJNA1001993	SAMN36828671			
PRJNA1001993	SAMN36828672			
PRJNA1001993	SAMN36828673			
PRJNA1001993	SAMN36828674			
PRJNA1001993	SAMN36828675			
PRJNA1001993	SAMN36828676			
PRJNA1001993	SAMN36828677			
PRJNA1001993	SAMN36828678			
PRJNA1001993	SAMN36828679			
PRJNA1001993	SAMN36828680			
PRJNA1001993	SAMN36828681			
PRJNA1001993	SAMN36828682			
PRJNA1001993	SAMN36828683			
PRJNA1001993	SAMN36828684			
PRJNA1001993	SAMN36828685			
PRJNA1001993	SAMN36828686			
PRJNA1001993	SAMN36828687			
PRJNA1001993	SAMN36828688			
PRJNA1001993	SAMN36828689			
PRJNA1001993	SAMN36828690			
PRJNA1001993	SAMN36828691			
PRJNA1001993	SAMN36828692			
PRJNA1001993	SAMN36828693			
PRJNA1001993	SAMN36828694			
PRJNA1001993	SAMN36828695			
PRJNA1001993	SAMN36828696			
PRJNA1001993	SAMN36828697			
PRJNA1001993	SAMN36828698			
PRJNA1001993	SAMN36828699			
PRJNA1001993	SAMN36828700			
PRJNA1001993	SAMN36828701			
PRJNA1001993	SAMN36828702			
PRJNA1001993	SAMN36828703			
PRJNA1001993	SAMN36828704			
PRJNA1001993	SAMN36828705			
PRJNA1001993	SAMN36828706			
PRJNA1001993	SAMN36828707			
PRJNA1001993	SAMN36828708			
PRJNA1001993	SAMN36828709			
PRJNA1001993	SAMN36828710			
PRJNA1001993	SAMN36828711			
PRJNA1001993	SAMN36828712			
PRJNA1001993	SAMN36828713			
PRJNA1001993	SAMN36828714			
PRJNA1001993	SAMN36828715			
PRJNA1001993	SAMN36828716			
PRJNA1001993	SAMN36828717			
PRJNA1001993	SAMN36828718			
PRJNA1001993	SAMN36828719			
PRJNA1001993	SAMN36828720			
PRJNA1001993	SAMN36828721			
PRJNA1001993	SAMN36828722			
PRJNA1001993	SAMN36828723			
PRJNA1001993	SAMN36828724			
PRJNA1001993	SAMN36828725			
PRJNA1001993	SAMN36828726			
PRJNA1001993	SAMN36828727			
PRJNA1001993	SAMN36828728			
PRJNA1001993	SAMN36828729			
PRJNA1001993	SAMN36828730			
PRJNA1001993	SAMN36828731			
PRJNA1001993	SAMN36828732			
PRJNA1001993	SAMN36828733			
PRJNA1001993	SAMN36828734			
PRJNA1001993	SAMN36828735			
PRJNA1002763	SAMN36852668			
PRJNA1002763	SAMN36852669			
PRJNA1002763	SAMN36852670			
PRJNA1002763	SAMN36852671			
PRJNA1002763	SAMN36852672			
PRJNA1002763	SAMN36852673			
PRJNA1002763	SAMN36852674			
PRJNA1002763	SAMN36852675			
PRJNA1002763	SAMN36852676			
PRJNA1002763	SAMN36852677			
PRJNA1002763	SAMN36852678			
PRJNA1002763	SAMN36852679			
PRJNA1002763	SAMN36852680			
PRJNA1002763	SAMN36852681			
PRJNA1002763	SAMN36852682			
PRJNA1002763	SAMN36852683			
PRJNA1002763	SAMN36852684			
PRJNA1002763	SAMN36852685			
PRJNA1002763	SAMN36852686			
PRJNA1002763	SAMN36852687			
PRJNA1002763	SAMN36852688			
PRJNA1002763	SAMN36852689			
PRJNA1002763	SAMN36852690			
PRJNA1002763	SAMN36852691			
PRJNA1002763	SAMN36852692			
PRJNA1002763	SAMN36852693			
PRJNA1002763	SAMN36852694			
PRJNA1002763	SAMN36852695			
PRJNA1002763	SAMN36852696			
PRJNA1002763	SAMN36852697			
PRJNA1002763	SAMN36852698			
PRJNA1002763	SAMN36852699			
