id	insdc_biosample_identifiers	env_broad_scale_id	env_broad_scale_mongo_label	env_broad_scale_auth_label	env_local_scale_id	env_local_scale_mongo_label	env_local_scale_auth_label	env_medium_id	env_medium_mongo_label	env_medium_auth_label	env_package_has_raw_value	normalized_env_package	associated_studies	predicted_env_package
nmdc:bsm-11-1gymef08		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000891	area of pastureland or hayfields	area of pastureland or hayfields	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1gzgce32		ENVO:01001002	Animal-associated environment	animal-associated environment	UBERON:0001153	caecum		UBERON:0035118	material entity in digestive tract		Host-associated	host-associated	nmdc:sty-11-hdd4bf83	host-associated
nmdc:bsm-11-1h2cv511		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1h3e1z25		ENVO:00000446		terrestrial biome	ENVO:01000219		anthropogenic terrestrial biome	ENVO:00001998	soil	soil			nmdc:sty-11-db67n062	soil
nmdc:bsm-11-1h5ge303		ENVO:01000253		freshwater river biome	ENVO:00000022	river	river	ENVO:00002007	sediment	sediment		sediment	nmdc:sty-11-5tgfr349	sediment
nmdc:bsm-11-1hc5gy47		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1hjq8j05	biosample:SAMN18246398	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-1hkmx038		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000892	area of cropland	area of cropland	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1hm8wk38		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1hvvpx18	biosample:SAMN18245538	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-1j598v71		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1j6kvc24		ENVO:01000249	urban biome	urban biome	ENVO:00002003	fecal material	fecal material	ENVO:01001002	animal-associated environment	animal-associated environment			nmdc:sty-11-547rwq94	soil
nmdc:bsm-11-1j7f2f13		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1jbmeg10		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1jhh6b51		ENVO:01000253	freshwater river biome	freshwater river biome	ENVO:00000022	river	river	ENVO:00002042	surface water	surface water			nmdc:sty-11-5tgfr349	sediment
nmdc:bsm-11-1jtev689		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1k40dz92		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1k830e54		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1kadb632		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1kamm768		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1kc3zb19		ENVO:00000892	small lake biome	small freshwater lake biome	ENVO:00000546	lake sediment	lake sediment	ENVO:00000512	pond bed	pond bed			nmdc:sty-11-547rwq94	soil
nmdc:bsm-11-1kc7kw84		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000894	area of emergent herbaceous wetland	area of emergent herbaceous wetland	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1kjfmt89		ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-1kpx8p74		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1kvye254		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1kysjj12		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1kzrnd52		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1kzwrj71		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000855	area of mixed forest	area of mixed forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1kzywk39	biosample:SAMN18246899	ENVO:01000253	freshwater river biome	freshwater river biome	ENVO:00000022	river	river	ENVO:00002042	surface water	surface water			nmdc:sty-11-5tgfr349	sediment
nmdc:bsm-11-1m0p3c27	biosample:SAMN12794842	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00000021	freshwater lake	freshwater lake	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-1m51cm95		ENVO:00000446		terrestrial biome	ENVO:01000861	area of dwarf scrub	area of dwarf scrub	ENVO:00001998	soil	soil			nmdc:sty-11-db67n062	soil
nmdc:bsm-11-1m7kvm18		ENVO:00000446		terrestrial biome	ENVO:01000861		area of dwarf scrub	ENVO:00001998	soil	soil			nmdc:sty-11-db67n062	soil
nmdc:bsm-11-1m8p7p45		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000891	area of pastureland or hayfields	area of pastureland or hayfields	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1m9zzf44		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1mhzmg74		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000892	area of cropland	area of cropland	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1mw29n05	biosample:SAMN43527820	ENVO:01001001	plant-associated environment	plant-associated environment	ENVO:01000621	microcosm	microcosm	ENVO:00005791	Sterile water	sterile water	miscellaneous natural or artificial environment	miscellaneous natural or artificial environment	nmdc:sty-11-ev70y104	miscellaneous natural or artificial environment
nmdc:bsm-11-1myy1191		ENVO:01001442	agricultural biome	agriculture	ENVO:01001442	phyllosphere biome	agriculture	ENVO:01001001	plant-associated biome	plant-associated environment	plant-associated	plant-associated	nmdc:sty-11-e4yb9z58	plant-associated
nmdc:bsm-11-1mzcdt88		ENVO:00000446		terrestrial biome	ENVO:01000219		anthropogenic terrestrial biome	ENVO:00001998	soil	soil			nmdc:sty-11-db67n062	soil
nmdc:bsm-11-1n211s83		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1n4rp732		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1n566p31	biosample:SAMN07632067	ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01001785	land	land	ENVO:00001998	soil	soil			nmdc:sty-11-prtb4s28	soil
nmdc:bsm-11-1n9brc67	biosample:SAMN37862664	ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1nsdsc26	biosample:SAMN43527819	ENVO:01001001	plant-associated environment	plant-associated environment	ENVO:00005801	rhizosphere	rhizosphere	ENVO:01000349	root matter	root matter	miscellaneous natural or artificial environment	miscellaneous natural or artificial environment	nmdc:sty-11-ev70y104	miscellaneous natural or artificial environment
nmdc:bsm-11-1p0j4385	biosample:SAMN06344030	ENVO:00000446	terrestrial biome	terrestrial biome	PO:0025025	root system	root system	PO:0009005	root	root			nmdc:sty-11-prtb4s28	plant-associated
nmdc:bsm-11-1p0wgj81		ENVO:01000253	freshwater river biome	freshwater river biome	ENVO:00000022	river	river	ENVO:00002042	surface water	surface water			nmdc:sty-11-5tgfr349	sediment
nmdc:bsm-11-1p2n9n46		ENVO:01001442	agricultural biome	agriculture	ENVO:01001442	phyllosphere biome	agriculture	ENVO:01001001	plant-associated biome	plant-associated environment	plant-associated	plant-associated	nmdc:sty-11-e4yb9z58	plant-associated
nmdc:bsm-11-1p3c0k03		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1p3pzd81		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000855	area of mixed forest	area of mixed forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1p6fh432		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1p8mqd85		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1pbfcc79		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1ppwv655		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1pqb6b14		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1q33d349		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1q90hg48		ENVO:01001442	agricultural biome	agriculture	ENVO:01001442	phyllosphere biome	agriculture	ENVO:01001001	plant-associated biome	plant-associated environment	plant-associated	plant-associated	nmdc:sty-11-e4yb9z58	plant-associated
nmdc:bsm-11-1qcn5r70		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1qhbxx29		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1qygsp35		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000893	area of woody wetland	area of woody wetland	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1qyzap15		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1r4br749		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:00000011	garden	garden	ENVO:00005802	bulk soil	bulk soil			nmdc:sty-11-r2h77870	soil
nmdc:bsm-11-1r59n445		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:00005801	rhizosphere	rhizosphere	ENVO:00001998	soil	soil			nmdc:sty-11-r2h77870	soil
nmdc:bsm-11-1rae0a48		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1rm17e70		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000855	area of mixed forest	area of mixed forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1rn3f820	biosample:SAMN11532109	ENVO:01000174		forest biome	ENVO:01001803		tropical forest	ENVO:00005778		tropical soil			nmdc:sty-11-076c9980	soil
nmdc:bsm-11-1rrw7h74	biosample:SAMN18247710	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-1rvbg528	biosample:SAMN18246715	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-1s142j75		ENVO:00000446		terrestrial biome	ENVO:01000888		area of gramanoid or herbaceous vegetation	ENVO:00001998		soil			nmdc:sty-11-8xdqsn54	soil
nmdc:bsm-11-1s5b2278		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1s7vxr77		ENVO:00000446		terrestrial biome	ENVO:01000869		area of scrub	ENVO:00001998		soil			nmdc:sty-11-8xdqsn54	soil
nmdc:bsm-11-1sn5mv14		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000893	area of woody wetland	area of woody wetland	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1spk4k39	biosample:SAMN07632060	ENVO:00000446	terrestrial biome	terrestrial biome	PO:0025025	root system	root system	ENVO:00005801	rhizosphere	rhizosphere			nmdc:sty-11-prtb4s28	plant-associated
nmdc:bsm-11-1sqwza47		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1srsh991	biosample:SAMN10863953	ENVO:01000177		grassland biome	ENVO:00000292		watershed	ENVO:00005802		bulk soil			nmdc:sty-11-dcqce727	soil
nmdc:bsm-11-1t5ern24		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1tbfgc11		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1tmyhy51		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000855	area of mixed forest	area of mixed forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1tt5a628		ENVO:01000253	freshwater river biome	freshwater river biome	ENVO:00000022	river	river	ENVO:00002042	surface water	surface water			nmdc:sty-11-5tgfr349	sediment
nmdc:bsm-11-1ttnjf36		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1tw7rz42		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1v3w4k41		ENVO:00000446		terrestrial biome	ENVO:01000861	area of dwarf scrub	area of dwarf scrub	ENVO:00001998	soil	soil			nmdc:sty-11-db67n062	soil
nmdc:bsm-11-1v418p02		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1vny2356		ENVO:01000249	urban biome	urban biome	ENVO:00002003	fecal material	fecal material	ENVO:01001002	animal-associated environment	animal-associated environment			nmdc:sty-11-547rwq94	soil
nmdc:bsm-11-1vzn7q59	biosample:SAMN43527818	ENVO:01001001	plant-associated environment	plant-associated environment	ENVO:00005801	rhizosphere	rhizosphere	ENVO:01000349	root matter	root matter	miscellaneous natural or artificial environment	miscellaneous natural or artificial environment	nmdc:sty-11-ev70y104	miscellaneous natural or artificial environment
nmdc:bsm-11-1w5nfd33		ENVO:01001442	agricultural biome	agriculture	ENVO:01001442	phyllosphere biome	agriculture	ENVO:01001001	plant-associated biome	plant-associated environment	plant-associated	plant-associated	nmdc:sty-11-e4yb9z58	plant-associated
nmdc:bsm-11-1wbmbn06		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1wcc3926		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1whcey50	biosample:SAMN14511330	ENVO:01001002	animal-associated environment	animal-associated environment	UBERON:0001555	digestive tract	digestive tract	ENVO:00002003	fecal material	fecal material			nmdc:sty-11-t91cwb40	host-associated
nmdc:bsm-11-1wr4q368	biosample:SAMN07632066	ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01001785	land	land	ENVO:00001998	soil	soil			nmdc:sty-11-prtb4s28	soil
nmdc:bsm-11-1x1djv86		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000891	area of pastureland or hayfields	area of pastureland or hayfields	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1x3q4h45		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000892	area of cropland	area of cropland	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1x4qvf31		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1x9ae596		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1xcga558		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000891	area of pastureland or hayfields	area of pastureland or hayfields	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1xh21e38		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1xw24m35		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000892	area of cropland	area of cropland	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1xx5yx87		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000891	area of pastureland or hayfields	area of pastureland or hayfields	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1xy0sv79		ENVO:01000253	freshwater river biome	freshwater river biome	ENVO:00000022	river	river	ENVO:00002042	surface water	surface water			nmdc:sty-11-5tgfr349	sediment
nmdc:bsm-11-1y1nfb78		ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-1y4mvw72		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1y6wsk73		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-1yc28a60		ENVO:01000249	urban biome	urban biome	ENVO:00002003	fecal material	fecal material	ENVO:01001002	animal-associated environment	animal-associated environment			nmdc:sty-11-547rwq94	soil
nmdc:bsm-11-1ygvdz48		ENVO:00000446		terrestrial biome	ENVO:01000861		area of dwarf scrub	ENVO:00001998	soil	soil			nmdc:sty-11-db67n062	soil
nmdc:bsm-11-1ymf2v75		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000892	area of cropland	area of cropland	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
